100_bienst1,0.7036,0.7036,0.7517,0.8106,0.7045,0.8963,0.8296,0.8296,0,0.1
100_bienst1,0.0000,0.0000,0.0000,0.0000,0.6867,0.0000,0.0000,0.0000,4,0.1
100_bienst1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,0.1
100_bienst1,0.0171,0.0171,0.0357,0.0171,0.0171,0.0171,0.0171,0.1193,7,0.1
100_bienst1,0.0000,0.0000,0.0089,0.0000,0.0000,0.0000,0.0000,0.1193,2,0.1
100_bienst1,0.0264,0.0264,0.0446,0.0264,0.0264,0.0264,0.0264,0.1379,1,0.1
100_bienst1,0.0357,0.0357,0.0536,0.0357,0.0357,0.0357,0.0357,0.1193,3,0.1
100_bienst1,0.0264,0.0264,0.0446,0.0264,0.0264,0.0264,0.0264,0.1007,6,0.1
100_bienst1,0.0171,0.0171,0.0357,0.0171,0.0171,0.0171,0.0171,0.1193,0,0.1
100_bienst1,0.0264,0.0264,0.0446,0.0264,0.0264,0.0264,0.0264,0.0450,4,0.1
100_bienst1,0.0357,0.0357,0.0536,0.0357,0.0357,0.0357,0.0357,0.1379,0,0.1
100_bienst1,0.0357,0.0357,0.0536,0.0357,0.0357,0.0357,0.0357,0.0636,4,0.1
101_neos-1053591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.1
101_neos-1053591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,0.1
101_neos-1053591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.1
102_neos-1200887,0.6931,0.6931,0.7570,0.0017,0.0017,0.0017,0.0017,0.0000,2,0.1
102_neos-1200887,0.0000,0.0000,0.0000,0.0000,0.2826,0.0000,0.0000,0.0000,1,0.1
102_neos-1200887,0.6950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,0.1
102_neos-1200887,0.0470,0.0470,0.0513,0.0470,0.0470,0.0470,0.0470,0.0256,5,0.1
102_neos-1200887,0.0470,0.0470,0.0513,0.0470,0.0470,0.0470,0.0470,0.0043,4,0.1
102_neos-1200887,0.0470,0.0470,0.0513,0.0470,0.0470,0.0470,0.0470,0.0171,6,0.1
103_neos-1211578,0.8964,0.8964,0.8674,0.8265,0.8552,0.8964,0.8964,0.8670,4,0.1
103_neos-1211578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.1
103_neos-1211578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,0.1
103_neos-1211578,0.0230,0.0230,0.0296,0.0230,0.0230,0.0230,0.0230,0.0230,2,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,0,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.1000,7,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,3,0.1
103_neos-1211578,0.0410,0.0410,0.0474,0.0410,0.0410,0.0410,0.0410,0.0920,6,0.1
103_neos-1211578,0.0320,0.0320,0.0385,0.0320,0.0320,0.0320,0.0320,0.0320,4,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,4,0.1
103_neos-1211578,0.0230,0.0230,0.0296,0.0230,0.0230,0.0230,0.0230,0.0230,7,0.1
103_neos-1211578,0.0230,0.0230,0.0296,0.0230,0.0230,0.0230,0.0230,0.0230,0,0.1
103_neos-1211578,0.0140,0.0140,0.0208,0.0140,0.0140,0.0140,0.0140,0.0613,3,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,6,0.1
103_neos-1211578,0.0410,0.0410,0.0474,0.0410,0.0410,0.0410,0.0410,0.0410,2,0.1
103_neos-1211578,0.0230,0.0230,0.0296,0.0230,0.0230,0.0230,0.0230,0.0628,5,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,1,0.1
103_neos-1211578,0.0500,0.0500,0.0563,0.0500,0.0500,0.0500,0.0500,0.0500,4,0.1
103_neos-1211578,0.0140,0.0140,0.0208,0.0140,0.0140,0.0140,0.0140,0.0680,4,0.1
103_neos-1211578,0.0410,0.0410,0.0474,0.0410,0.0410,0.0410,0.0410,0.0793,7,0.1
